Date,FIX,"Published in
DOF","In order to pay
obligations"
10/22/2012,12.8571,12.8551,12.8299
10/23/2012,12.9759,12.8571,12.8551
10/24/2012,12.9839,12.9759,12.8571
10/25/2012,12.9669,12.9839,12.9759
10/26/2012,13.0112,12.9669,12.9839
10/27/2012,N/E,N/E,12.9669
10/28/2012,N/E,N/E,12.9669
10/29/2012,13.0900,13.0112,12.9669
10/30/2012,13.0498,13.0900,13.0112
10/31/2012,13.0911,13.0498,13.0900
11/01/2012,13.0387,13.0911,13.0498
11/02/2012,N/E,13.0387,13.0911
11/03/2012,N/E,N/E,13.0387
11/04/2012,N/E,N/E,13.0387
11/05/2012,13.0449,N/E,13.0387
11/06/2012,12.9769,13.0449,N/E
11/07/2012,13.0432,12.9769,13.0449
11/08/2012,13.1168,13.0432,12.9769
11/09/2012,13.1789,13.1168,13.0432
11/10/2012,N/E,N/E,13.1168
11/11/2012,N/E,N/E,13.1168
11/12/2012,13.1975,13.1789,13.1168
11/13/2012,13.2284,13.1975,13.1789
11/14/2012,13.2353,13.2284,13.1975
11/15/2012,13.2522,13.2353,13.2284
11/16/2012,13.2063,13.2522,13.2353
11/17/2012,N/E,N/E,13.2522
11/18/2012,N/E,N/E,13.2522
11/19/2012,N/E,13.2063,13.2522
11/20/2012,13.0245,N/E,13.2063
11/21/2012,13.0395,13.0245,N/E
11/22/2012,13.0188,13.0395,13.0245
11/23/2012,12.9799,13.0188,13.0395
11/24/2012,N/E,N/E,13.0188
11/25/2012,N/E,N/E,13.0188
11/26/2012,12.9984,12.9799,13.0188
11/27/2012,12.9861,12.9984,12.9799
11/28/2012,13.0372,12.9861,12.9984
11/29/2012,12.9617,13.0372,12.9861
11/30/2012,12.9268,12.9617,13.0372
12/01/2012,N/E,N/E,12.9617
12/02/2012,N/E,N/E,12.9617
12/03/2012,12.9335,12.9268,12.9617
12/04/2012,12.9600,12.9335,12.9268
12/05/2012,12.9284,12.9600,12.9335
12/06/2012,12.9102,12.9284,12.9600
12/07/2012,12.8469,12.9102,12.9284
12/08/2012,N/E,N/E,12.9102
12/09/2012,N/E,N/E,12.9102
12/10/2012,12.7964,12.8469,12.9102
12/11/2012,12.7584,12.7964,12.8469
12/12/2012,N/E,12.7584,12.7964
12/13/2012,12.7869,N/E,12.7584
12/14/2012,12.7768,12.7869,N/E
12/15/2012,N/E,N/E,12.7869
12/16/2012,N/E,N/E,12.7869
12/17/2012,12.7624,12.7768,12.7869
12/18/2012,12.7236,12.7624,12.7768
12/19/2012,12.7327,12.7236,12.7624
12/20/2012,12.7777,12.7327,12.7236
12/21/2012,12.8991,12.7777,12.7327
12/22/2012,N/E,N/E,12.7777
12/23/2012,N/E,N/E,12.7777
12/24/2012,12.9764,12.8991,12.7777
12/25/2012,N/E,12.9764,12.8991
12/26/2012,13.0058,N/E,12.9764
12/27/2012,13.0101,13.0058,N/E
12/28/2012,12.9880,13.0101,13.0058
12/29/2012,N/E,N/E,13.0101
12/30/2012,N/E,N/E,13.0101
12/31/2012,12.9658,12.9880,13.0101
01/01/2013,N/E,12.9658,12.9880
01/02/2013,12.7488,N/E,12.9658
01/03/2013,12.7430,12.7488,N/E
01/04/2013,12.7597,12.7430,12.7488
01/05/2013,N/E,N/E,12.7430
01/06/2013,N/E,N/E,12.7430
01/07/2013,12.7679,12.7597,12.7430
01/08/2013,12.8015,12.7679,12.7597
01/09/2013,12.7503,12.8015,12.7679
01/10/2013,12.6555,12.7503,12.8015
01/11/2013,12.6478,12.6555,12.7503
01/12/2013,N/E,N/E,12.6555
01/13/2013,N/E,N/E,12.6555
01/14/2013,12.6533,12.6478,12.6555
01/15/2013,12.6526,12.6533,12.6478
01/16/2013,12.6305,12.6526,12.6533
01/17/2013,12.5868,12.6305,12.6526
01/18/2013,12.6555,12.5868,12.6305
01/19/2013,N/E,N/E,12.5868
01/20/2013,N/E,N/E,12.5868
01/21/2013,12.7098,12.6555,12.5868
01/22/2013,12.6817,12.7098,12.6555
01/23/2013,12.6616,12.6817,12.7098
01/24/2013,12.6286,12.6616,12.6817
01/25/2013,12.6993,12.6286,12.6616
01/26/2013,N/E,N/E,12.6286
01/27/2013,N/E,N/E,12.6286
01/28/2013,12.7802,12.6993,12.6286
01/29/2013,12.7134,12.7802,12.6993
01/30/2013,12.7408,12.7134,12.7802
01/31/2013,12.7094,12.7408,12.7134
02/01/2013,12.6377,12.7094,12.7408
02/02/2013,N/E,N/E,12.7094
02/03/2013,N/E,N/E,12.7094
02/04/2013,N/E,12.6377,12.7094
02/05/2013,12.6294,N/E,12.6377
02/06/2013,12.6664,12.6294,N/E
02/07/2013,12.7105,12.6664,12.6294
02/08/2013,12.7307,12.7105,12.6664
02/09/2013,N/E,N/E,12.7105
02/10/2013,N/E,N/E,12.7105
02/11/2013,12.7706,12.7307,12.7105
02/12/2013,12.7364,12.7706,12.7307
02/13/2013,12.7116,12.7364,12.7706
02/14/2013,12.6982,12.7116,12.7364
02/15/2013,12.6866,12.6982,12.7116
02/16/2013,N/E,N/E,12.6982
02/17/2013,N/E,N/E,12.6982
02/18/2013,12.6959,12.6866,12.6982
02/19/2013,12.6873,12.6959,12.6866
02/20/2013,12.6694,12.6873,12.6959
02/21/2013,12.7699,12.6694,12.6873
02/22/2013,12.7517,12.7699,12.6694
02/23/2013,N/E,N/E,12.7699
02/24/2013,N/E,N/E,12.7699
02/25/2013,12.7028,12.7517,12.7699
02/26/2013,12.8680,12.7028,12.7517
02/27/2013,12.8322,12.8680,12.7028
02/28/2013,12.7795,12.8322,12.8680
03/01/2013,12.8012,12.7795,12.8322
03/02/2013,N/E,N/E,12.7795
03/03/2013,N/E,N/E,12.7795
03/04/2013,12.7814,12.8012,12.7795
03/05/2013,12.7355,12.7814,12.8012
03/06/2013,12.7345,12.7355,12.7814
03/07/2013,12.7839,12.7345,12.7355
03/08/2013,12.6684,12.7839,12.7345
03/09/2013,N/E,N/E,12.7839
03/10/2013,N/E,N/E,12.7839
03/11/2013,12.5308,12.6684,12.7839
03/12/2013,12.4641,12.5308,12.6684
03/13/2013,12.3967,12.4641,12.5308
03/14/2013,12.4545,12.3967,12.4641
03/15/2013,12.4390,12.4545,12.3967
03/16/2013,N/E,N/E,12.4545
03/17/2013,N/E,N/E,12.4545
03/18/2013,N/E,12.4390,12.4545
03/19/2013,12.4339,N/E,12.4390
03/20/2013,12.3909,12.4339,N/E
03/21/2013,12.3841,12.3909,12.4339
03/22/2013,12.3724,12.3841,12.3909
03/23/2013,N/E,N/E,12.3841
03/24/2013,N/E,N/E,12.3841
03/25/2013,12.3579,12.3724,12.3841
03/26/2013,12.3546,12.3579,12.3724
03/27/2013,12.3612,12.3546,12.3579
03/28/2013,N/E,12.3612,12.3546
03/29/2013,N/E,N/E,12.3612
03/30/2013,N/E,N/E,N/E
03/31/2013,N/E,N/E,N/E
04/01/2013,12.3438,N/E,N/E
04/02/2013,12.2728,12.3438,N/E
04/03/2013,12.3266,12.2728,12.3438
04/04/2013,12.3197,12.3266,12.2728
04/05/2013,12.2383,12.3197,12.3266
04/06/2013,N/E,N/E,12.3197
04/07/2013,N/E,N/E,12.3197
04/08/2013,12.1588,12.2383,12.3197
04/09/2013,12.1304,12.1588,12.2383
04/10/2013,12.1140,12.1304,12.1588
04/11/2013,12.0691,12.1140,12.1304
04/12/2013,12.0824,12.0691,12.1140
04/13/2013,N/E,N/E,12.0691
04/14/2013,N/E,N/E,12.0691
04/15/2013,12.1729,12.0824,12.0691
04/16/2013,12.1668,12.1729,12.0824
04/17/2013,12.2370,12.1668,12.1729
04/18/2013,12.2479,12.2370,12.1668
04/19/2013,12.2254,12.2479,12.2370
04/20/2013,N/E,N/E,12.2479
04/21/2013,N/E,N/E,12.2479
04/22/2013,12.3227,12.2254,12.2479
04/23/2013,12.2492,12.3227,12.2254
04/24/2013,12.2768,12.2492,12.3227
04/25/2013,12.1231,12.2768,12.2492
04/26/2013,12.1550,12.1231,12.2768
04/27/2013,N/E,N/E,12.1231
04/28/2013,N/E,N/E,12.1231
04/29/2013,12.1326,12.1550,12.1231
04/30/2013,12.1456,12.1326,12.1550
05/01/2013,N/E,12.1456,12.1326
05/02/2013,12.1756,N/E,12.1456
05/03/2013,12.0851,12.1756,N/E
05/04/2013,N/E,N/E,12.1756
05/05/2013,N/E,N/E,12.1756
05/06/2013,12.1074,12.0851,12.1756
05/07/2013,12.0733,12.1074,12.0851
05/08/2013,12.0393,12.0733,12.1074
05/09/2013,11.9807,12.0393,12.0733
05/10/2013,12.1094,11.9807,12.0393
05/11/2013,N/E,N/E,11.9807
05/12/2013,N/E,N/E,11.9807
05/13/2013,12.1448,12.1094,11.9807
05/14/2013,12.1485,12.1448,12.1094
05/15/2013,12.2313,12.1485,12.1448
05/16/2013,12.2378,12.2313,12.1485
05/17/2013,12.3177,12.2378,12.2313
05/18/2013,N/E,N/E,12.2378
05/19/2013,N/E,N/E,12.2378
05/20/2013,12.3258,12.3177,12.2378
05/21/2013,12.3414,12.3258,12.3177
05/22/2013,12.3113,12.3414,12.3258
05/23/2013,12.4764,12.3113,12.3414
05/24/2013,12.5219,12.4764,12.3113
05/25/2013,N/E,N/E,12.4764
05/26/2013,N/E,N/E,12.4764
05/27/2013,12.4831,12.5219,12.4764
05/28/2013,12.5275,12.4831,12.5219
05/29/2013,12.6328,12.5275,12.4831
05/30/2013,12.7781,12.6328,12.5275
05/31/2013,12.8035,12.7781,12.6328
06/01/2013,N/E,N/E,12.7781
06/02/2013,N/E,N/E,12.7781
06/03/2013,12.7882,12.8035,12.7781
06/04/2013,12.7317,12.7882,12.8035
06/05/2013,12.8167,12.7317,12.7882
06/06/2013,12.9079,12.8167,12.7317
06/07/2013,12.7173,12.9079,12.8167
06/08/2013,N/E,N/E,12.9079
06/09/2013,N/E,N/E,12.9079
06/10/2013,12.8572,12.7173,12.9079
06/11/2013,12.8846,12.8572,12.7173
06/12/2013,12.8442,12.8846,12.8572
06/13/2013,12.7812,12.8442,12.8846
06/14/2013,12.6916,12.7812,12.8442
06/15/2013,N/E,N/E,12.7812
06/16/2013,N/E,N/E,12.7812
06/17/2013,12.7370,12.6916,12.7812
06/18/2013,12.8800,12.7370,12.6916
06/19/2013,12.8695,12.8800,12.7370
06/20/2013,13.4015,12.8695,12.8800
06/21/2013,13.4041,13.4015,12.8695
06/22/2013,N/E,N/E,13.4015
06/23/2013,N/E,N/E,13.4015
06/24/2013,13.3966,13.4041,13.4015
06/25/2013,13.2424,13.3966,13.4041
06/26/2013,13.1884,13.2424,13.3966
06/27/2013,13.0235,13.1884,13.2424
06/28/2013,13.0279,13.0235,13.1884
06/29/2013,N/E,N/E,13.0235
06/30/2013,N/E,N/E,13.0235
07/01/2013,12.9131,13.0279,13.0235
07/02/2013,12.9850,12.9131,13.0279
07/03/2013,13.0377,12.9850,12.9131
07/04/2013,12.8902,13.0377,12.9850
07/05/2013,13.0567,12.8902,13.0377
07/06/2013,N/E,N/E,12.8902
07/07/2013,N/E,N/E,12.8902
07/08/2013,12.9267,13.0567,12.8902
07/09/2013,12.8654,12.9267,13.0567
07/10/2013,12.9494,12.8654,12.9267
07/11/2013,12.8599,12.9494,12.8654
07/12/2013,12.8234,12.8599,12.9494
07/13/2013,N/E,N/E,12.8599
07/14/2013,N/E,N/E,12.8599
07/15/2013,12.7387,12.8234,12.8599
07/16/2013,12.6299,12.7387,12.8234
07/17/2013,12.5455,12.6299,12.7387
07/18/2013,12.4976,12.5455,12.6299
07/19/2013,12.5499,12.4976,12.5455
07/20/2013,N/E,N/E,12.4976
07/21/2013,N/E,N/E,12.4976
07/22/2013,12.5054,12.5499,12.4976
07/23/2013,12.5093,12.5054,12.5499
07/24/2013,12.6330,12.5093,12.5054
07/25/2013,12.6468,12.6330,12.5093
07/26/2013,12.7091,12.6468,12.6330
07/27/2013,N/E,N/E,12.6468
07/28/2013,N/E,N/E,12.6468
07/29/2013,12.7321,12.7091,12.6468
07/30/2013,12.7635,12.7321,12.7091
07/31/2013,12.8464,12.7635,12.7321
08/01/2013,12.8068,12.8464,12.7635
08/02/2013,12.6904,12.8068,12.8464
08/03/2013,N/E,N/E,12.8068
08/04/2013,N/E,N/E,12.8068
08/05/2013,12.6759,12.6904,12.8068
08/06/2013,12.6445,12.6759,12.6904
08/07/2013,12.6989,12.6445,12.6759
08/08/2013,12.6460,12.6989,12.6445
08/09/2013,12.5889,12.6460,12.6989
08/10/2013,N/E,N/E,12.6460
08/11/2013,N/E,N/E,12.6460
08/12/2013,12.5666,12.5889,12.6460
08/13/2013,12.7545,12.5666,12.5889
08/14/2013,12.7255,12.7545,12.5666
08/15/2013,12.8625,12.7255,12.7545
08/16/2013,12.8722,12.8625,12.7255
08/17/2013,N/E,N/E,12.8625
08/18/2013,N/E,N/E,12.8625
08/19/2013,13.0124,12.8722,12.8625
08/20/2013,13.0064,13.0124,12.8722
08/21/2013,13.1424,13.0064,13.0124
08/22/2013,13.1486,13.1424,13.0064
08/23/2013,12.9979,13.1486,13.1424
08/24/2013,N/E,N/E,13.1486
08/25/2013,N/E,N/E,13.1486
08/26/2013,13.1090,12.9979,13.1486
08/27/2013,13.3366,13.1090,12.9979
08/28/2013,13.2539,13.3366,13.1090
08/29/2013,13.3104,13.2539,13.3366
08/30/2013,13.3415,13.3104,13.2539
08/31/2013,N/E,N/E,13.3104
09/01/2013,N/E,N/E,13.3104
09/02/2013,13.3070,13.3415,13.3104
09/03/2013,13.4394,13.3070,13.3415
09/04/2013,13.3065,13.4394,13.3070
09/05/2013,13.4079,13.3065,13.4394
09/06/2013,13.2413,13.4079,13.3065
09/07/2013,N/E,N/E,13.4079
09/08/2013,N/E,N/E,13.4079
09/09/2013,13.1471,13.2413,13.4079
09/10/2013,13.1119,13.1471,13.2413
09/11/2013,13.0938,13.1119,13.1471
09/12/2013,13.0854,13.0938,13.1119
09/13/2013,13.0540,13.0854,13.0938
09/14/2013,N/E,N/E,13.0854
09/15/2013,N/E,N/E,13.0854
09/16/2013,N/E,13.0540,13.0854
09/17/2013,12.9241,N/E,13.0540
09/18/2013,12.9687,12.9241,N/E
09/19/2013,12.7179,12.9687,12.9241
09/20/2013,12.7685,12.7179,12.9687
09/21/2013,N/E,N/E,12.7179
09/22/2013,N/E,N/E,12.7179
09/23/2013,12.7846,12.7685,12.7179
09/24/2013,12.8754,12.7846,12.7685
09/25/2013,12.9530,12.8754,12.7846
09/26/2013,13.0119,12.9530,12.8754
09/27/2013,13.1450,13.0119,12.9530
09/28/2013,N/E,N/E,13.0119
09/29/2013,N/E,N/E,13.0119
09/30/2013,13.1747,13.1450,13.0119
10/01/2013,13.1294,13.1747,13.1450
10/02/2013,13.1593,13.1294,13.1747
10/03/2013,13.2663,13.1593,13.1294
10/04/2013,13.0976,13.2663,13.1593
10/05/2013,N/E,N/E,13.2663
10/06/2013,N/E,N/E,13.2663
10/07/2013,13.0959,13.0976,13.2663
10/08/2013,13.1417,13.0959,13.0976
10/09/2013,13.2126,13.1417,13.0959
10/10/2013,13.0913,13.2126,13.1417
10/11/2013,13.0514,13.0913,13.2126
10/12/2013,N/E,N/E,13.0913
10/13/2013,N/E,N/E,13.0913
10/14/2013,13.0492,13.0514,13.0913
10/15/2013,12.9725,13.0492,13.0514
10/16/2013,12.8816,12.9725,13.0492
10/17/2013,12.7717,12.8816,12.9725
10/18/2013,12.7988,12.7717,12.8816
10/19/2013,N/E,N/E,12.7717
10/20/2013,N/E,N/E,12.7717
10/21/2013,12.9314,12.7988,12.7717
10/22/2013,12.8713,12.9314,12.7988
10/23/2013,12.9433,12.8713,12.9314
10/24/2013,12.9916,12.9433,12.8713
10/25/2013,12.8693,12.9916,12.9433
10/26/2013,N/E,N/E,12.9916
10/27/2013,N/E,N/E,12.9916
10/28/2013,12.8948,12.8693,12.9916
10/29/2013,12.8903,12.8948,12.8693
10/30/2013,12.8640,12.8903,12.8948
10/31/2013,13.0067,12.8640,12.8903
11/01/2013,13.0789,13.0067,12.8640
11/02/2013,N/E,N/E,13.0067
11/03/2013,N/E,N/E,13.0067
11/04/2013,12.9869,13.0789,13.0067
11/05/2013,13.1341,12.9869,13.0789
11/06/2013,13.1388,13.1341,12.9869
11/07/2013,13.1912,13.1388,13.1341
11/08/2013,13.2412,13.1912,13.1388
11/09/2013,N/E,N/E,13.1912
11/10/2013,N/E,N/E,13.1912
11/11/2013,13.2314,13.2412,13.1912
11/12/2013,13.1879,13.2314,13.2412
11/13/2013,13.1030,13.1879,13.2314
11/14/2013,13.0173,13.1030,13.1879
11/15/2013,12.9524,13.0173,13.1030
11/16/2013,N/E,N/E,13.0173
11/17/2013,N/E,N/E,13.0173
11/18/2013,N/E,12.9524,13.0173
11/19/2013,12.8869,N/E,12.9524
11/20/2013,12.9697,12.8869,N/E
11/21/2013,13.0617,12.9697,12.8869
11/22/2013,13.0223,13.0617,12.9697
11/23/2013,N/E,N/E,13.0617
11/24/2013,N/E,N/E,13.0617
11/25/2013,13.0267,13.0223,13.0617
11/26/2013,13.0745,13.0267,13.0223
11/27/2013,13.0925,13.0745,13.0267
11/28/2013,13.0836,13.0925,13.0745
11/29/2013,13.1101,13.0836,13.0925
11/30/2013,N/E,N/E,13.0836
12/01/2013,N/E,N/E,13.0836
12/02/2013,13.2041,13.1101,13.0836
12/03/2013,13.2372,13.2041,13.1101
12/04/2013,13.0826,13.2372,13.2041
12/05/2013,13.0057,13.0826,13.2372
12/06/2013,12.9299,13.0057,13.0826
12/07/2013,N/E,N/E,13.0057
12/08/2013,N/E,N/E,13.0057
12/09/2013,12.8612,12.9299,13.0057
12/10/2013,12.8574,12.8612,12.9299
12/11/2013,12.9342,12.8574,12.8612
12/12/2013,N/E,12.9342,12.8574
12/13/2013,12.9515,N/E,12.9342
12/14/2013,N/E,N/E,N/E
12/15/2013,N/E,N/E,N/E
12/16/2013,12.9439,12.9515,N/E
12/17/2013,12.9575,12.9439,12.9515
12/18/2013,12.9937,12.9575,12.9439
12/19/2013,12.9730,12.9937,12.9575
12/20/2013,12.9574,12.9730,12.9937
12/21/2013,N/E,N/E,12.9730
12/22/2013,N/E,N/E,12.9730
12/23/2013,12.9610,12.9574,12.9730
12/24/2013,13.0200,12.9610,12.9574
12/25/2013,N/E,13.0200,12.9610
12/26/2013,13.0547,N/E,13.0200
12/27/2013,13.0765,13.0547,N/E
12/28/2013,N/E,N/E,13.0547
12/29/2013,N/E,N/E,13.0547
12/30/2013,13.0652,13.0765,13.0547
12/31/2013,13.0843,13.0652,13.0765
01/01/2014,N/E,13.0843,13.0652
01/02/2014,13.1011,N/E,13.0843
01/03/2014,13.0911,13.1011,N/E
01/04/2014,N/E,N/E,13.1011
01/05/2014,N/E,N/E,13.1011
01/06/2014,13.0905,13.0911,13.1011
01/07/2014,13.0337,13.0905,13.0911
01/08/2014,13.0846,13.0337,13.0905
01/09/2014,13.1403,13.0846,13.0337
01/10/2014,13.0065,13.1403,13.0846
01/11/2014,N/E,N/E,13.1403
01/12/2014,N/E,N/E,13.1403
01/13/2014,12.9889,13.0065,13.1403
01/14/2014,13.0956,12.9889,13.0065
01/15/2014,13.1689,13.0956,12.9889
01/16/2014,13.2907,13.1689,13.0956
01/17/2014,13.2737,13.2907,13.1689
01/18/2014,N/E,N/E,13.2907
01/19/2014,N/E,N/E,13.2907
01/20/2014,13.2420,13.2737,13.2907
01/21/2014,13.2984,13.2420,13.2737
01/22/2014,13.3194,13.2984,13.2420
01/23/2014,13.3722,13.3194,13.2984
01/24/2014,13.4930,13.3722,13.3194
01/25/2014,N/E,N/E,13.3722
01/26/2014,N/E,N/E,13.3722
01/27/2014,13.4408,13.4930,13.3722
01/28/2014,13.3104,13.4408,13.4930
01/29/2014,13.3671,13.3104,13.4408
01/30/2014,13.3207,13.3671,13.3104
01/31/2014,13.3769,13.3207,13.3671
02/01/2014,N/E,N/E,13.3207
02/02/2014,N/E,N/E,13.3207
02/03/2014,N/E,13.3769,13.3207
02/04/2014,13.3928,N/E,13.3769
02/05/2014,13.3705,13.3928,N/E
02/06/2014,13.2211,13.3705,13.3928
02/07/2014,13.3285,13.2211,13.3705
02/08/2014,N/E,N/E,13.2211
02/09/2014,N/E,N/E,13.2211
02/10/2014,13.3134,13.3285,13.2211
02/11/2014,13.2916,13.3134,13.3285
02/12/2014,13.3056,13.2916,13.3134
02/13/2014,13.3320,13.3056,13.2916
02/14/2014,13.2477,13.3320,13.3056
02/15/2014,N/E,N/E,13.3320
02/16/2014,N/E,N/E,13.3320
02/17/2014,13.1949,13.2477,13.3320
02/18/2014,13.2261,13.1949,13.2477
02/19/2014,13.2714,13.2261,13.1949
02/20/2014,13.2913,13.2714,13.2261
02/21/2014,13.2704,13.2913,13.2714
02/22/2014,N/E,N/E,13.2913
02/23/2014,N/E,N/E,13.2913
02/24/2014,13.2090,13.2704,13.2913
02/25/2014,13.2248,13.2090,13.2704
02/26/2014,13.2992,13.2248,13.2090
02/27/2014,13.3066,13.2992,13.2248
02/28/2014,13.2379,13.3066,13.2992
03/01/2014,N/E,N/E,13.3066
03/02/2014,N/E,N/E,13.3066
03/03/2014,13.3201,13.2379,13.3066
03/04/2014,13.2752,13.3201,13.2379
03/05/2014,13.2519,13.2752,13.3201
03/06/2014,13.1476,13.2519,13.2752
03/07/2014,13.1795,13.1476,13.2519
03/08/2014,N/E,N/E,13.1476
03/09/2014,N/E,N/E,13.1476
03/10/2014,13.2248,13.1795,13.1476
03/11/2014,13.2430,13.2248,13.1795
03/12/2014,13.2659,13.2430,13.2248
03/13/2014,13.2456,13.2659,13.2430
03/14/2014,13.2340,13.2456,13.2659
03/15/2014,N/E,N/E,13.2456
03/16/2014,N/E,N/E,13.2456
03/17/2014,N/E,13.2340,13.2456
03/18/2014,13.1675,N/E,13.2340
03/19/2014,13.1695,13.1675,N/E
03/20/2014,13.2703,13.1695,13.1675
03/21/2014,13.2200,13.2703,13.1695
03/22/2014,N/E,N/E,13.2703
03/23/2014,N/E,N/E,13.2703
03/24/2014,13.2019,13.2200,13.2703
03/25/2014,13.1349,13.2019,13.2200
03/26/2014,13.1273,13.1349,13.2019
03/27/2014,13.0837,13.1273,13.1349
03/28/2014,13.0841,13.0837,13.1273
03/29/2014,N/E,N/E,13.0837
03/30/2014,N/E,N/E,13.0837
03/31/2014,13.0549,13.0841,13.0837
04/01/2014,13.0313,13.0549,13.0841
04/02/2014,13.0991,13.0313,13.0549
04/03/2014,13.1324,13.0991,13.0313
04/04/2014,13.0345,13.1324,13.0991
04/05/2014,N/E,N/E,13.1324
04/06/2014,N/E,N/E,13.1324
04/07/2014,13.0179,13.0345,13.1324
04/08/2014,12.9642,13.0179,13.0345
04/09/2014,13.0604,12.9642,13.0179
04/10/2014,13.0453,13.0604,12.9642
04/11/2014,13.0788,13.0453,13.0604
04/12/2014,N/E,N/E,13.0453
04/13/2014,N/E,N/E,13.0453
04/14/2014,13.0493,13.0788,13.0453
04/15/2014,13.0986,13.0493,13.0788
04/16/2014,13.0603,13.0986,13.0493
04/17/2014,N/E,13.0603,13.0986
04/18/2014,N/E,N/E,13.0603
04/19/2014,N/E,N/E,N/E
04/20/2014,N/E,N/E,N/E
04/21/2014,13.0413,N/E,N/E
04/22/2014,13.0448,13.0413,N/E
04/23/2014,13.0908,13.0448,13.0413
04/24/2014,13.1010,13.0908,13.0448
04/25/2014,13.1371,13.1010,13.0908
04/26/2014,N/E,N/E,13.1010
04/27/2014,N/E,N/E,13.1010
04/28/2014,13.1356,13.1371,13.1010
04/29/2014,13.1039,13.1356,13.1371
04/30/2014,13.0901,13.1039,13.1356
05/01/2014,N/E,13.0901,13.1039
05/02/2014,12.9981,N/E,13.0901
05/03/2014,N/E,N/E,N/E
05/04/2014,N/E,N/E,N/E
05/05/2014,13.0102,12.9981,N/E
05/06/2014,13.0129,13.0102,12.9981
05/07/2014,12.9876,13.0129,13.0102
05/08/2014,12.9477,12.9876,13.0129
05/09/2014,12.9843,12.9477,12.9876
05/10/2014,N/E,N/E,12.9477
05/11/2014,N/E,N/E,12.9477
05/12/2014,12.9534,12.9843,12.9477
05/13/2014,12.9234,12.9534,12.9843
05/14/2014,12.8993,12.9234,12.9534
05/15/2014,12.9755,12.8993,12.9234
05/16/2014,12.9193,12.9755,12.8993
05/17/2014,N/E,N/E,12.9755
05/18/2014,N/E,N/E,12.9755
05/19/2014,12.8944,12.9193,12.9755
05/20/2014,12.9425,12.8944,12.9193
05/21/2014,12.9132,12.9425,12.8944
05/22/2014,12.8801,12.9132,12.9425
05/23/2014,12.8656,12.8801,12.9132
05/24/2014,N/E,N/E,12.8801
05/25/2014,N/E,N/E,12.8801
05/26/2014,12.8616,12.8656,12.8801
05/27/2014,12.8772,12.8616,12.8656
05/28/2014,12.8660,12.8772,12.8616
05/29/2014,12.8462,12.8660,12.8772
05/30/2014,12.8609,12.8462,12.8660
05/31/2014,N/E,N/E,12.8462
06/01/2014,N/E,N/E,12.8462
06/02/2014,12.9108,12.8609,12.8462
06/03/2014,12.9447,12.9108,12.8609
06/04/2014,12.9527,12.9447,12.9108
06/05/2014,12.8868,12.9527,12.9447
06/06/2014,12.8981,12.8868,12.9527
06/07/2014,N/E,N/E,12.8868
06/08/2014,N/E,N/E,12.8868
06/09/2014,12.9912,12.8981,12.8868
06/10/2014,13.0486,12.9912,12.8981
06/11/2014,13.0306,13.0486,12.9912
06/12/2014,12.9815,13.0306,13.0486
06/13/2014,13.0164,12.9815,13.0306
06/14/2014,N/E,N/E,12.9815
06/15/2014,N/E,N/E,12.9815
06/16/2014,13.0323,13.0164,12.9815
06/17/2014,13.1007,13.0323,13.0164
06/18/2014,13.0672,13.1007,13.0323
06/19/2014,12.9885,13.0672,13.1007
06/20/2014,13.0124,12.9885,13.0672
06/21/2014,N/E,N/E,12.9885
06/22/2014,N/E,N/E,12.9885
06/23/2014,13.0056,13.0124,12.9885
06/24/2014,13.0218,13.0056,13.0124
06/25/2014,13.0174,13.0218,13.0056
06/26/2014,13.0323,13.0174,13.0218
06/27/2014,13.0002,13.0323,13.0174
06/28/2014,N/E,N/E,13.0323
06/29/2014,N/E,N/E,13.0323
06/30/2014,12.9712,13.0002,13.0323
07/01/2014,12.9605,12.9712,13.0002
07/02/2014,12.9673,12.9605,12.9712
07/03/2014,12.9829,12.9673,12.9605
07/04/2014,12.9768,12.9829,12.9673
07/05/2014,N/E,N/E,12.9829
07/06/2014,N/E,N/E,12.9829
07/07/2014,12.9949,12.9768,12.9829
07/08/2014,13.0006,12.9949,12.9768
07/09/2014,12.9780,13.0006,12.9949
07/10/2014,13.0015,12.9780,13.0006
07/11/2014,12.9850,13.0015,12.9780
07/12/2014,N/E,N/E,13.0015
07/13/2014,N/E,N/E,13.0015
07/14/2014,12.9755,12.9850,13.0015
07/15/2014,12.9611,12.9755,12.9850
07/16/2014,12.9390,12.9611,12.9755
07/17/2014,12.9454,12.9390,12.9611
07/18/2014,12.9588,12.9454,12.9390
07/19/2014,N/E,N/E,12.9454
07/20/2014,N/E,N/E,12.9454
07/21/2014,12.9751,12.9588,12.9454
07/22/2014,12.9393,12.9751,12.9588
07/23/2014,12.9286,12.9393,12.9751
07/24/2014,12.9572,12.9286,12.9393
07/25/2014,12.9445,12.9572,12.9286
07/26/2014,N/E,N/E,12.9572
07/27/2014,N/E,N/E,12.9572
07/28/2014,12.9878,12.9445,12.9572
07/29/2014,13.0578,12.9878,12.9445
07/30/2014,13.1357,13.0578,12.9878
07/31/2014,13.2269,13.1357,13.0578
08/01/2014,13.1932,13.2269,13.1357
08/02/2014,N/E,N/E,13.2269
08/03/2014,N/E,N/E,13.2269
08/04/2014,13.1962,13.1932,13.2269
08/05/2014,13.2716,13.1962,13.1932
08/06/2014,13.2580,13.2716,13.1962
08/07/2014,13.2551,13.2580,13.2716
